canonical_source_id,source_type,volume_count,occurrences,administrations,item_kinds,path_text,volumes
national-archives-and-records-administration-college-park-ma-83b54a18,unpublished,1,1,reagan,container,"National Archives and Records Administration, College Park, Maryland > Ronald Reagan Presidential Library, Simi Valley, California > White House Staff and Office Files > Files of the Executive Secretariat, National Security Council > Country File",frus1981-88v13
national-archives-and-records-administration-college-park-ma-a1cc4097,unpublished,1,1,reagan,source,"National Archives and Records Administration, College Park, Maryland > Ronald Reagan Presidential Library, Simi Valley, California > White House Staff and Office Files > Files of the Executive Secretariat, National Security Council > Country File > Europe and Soviet Union",frus1981-88v13
national-archives-and-records-administration-college-park-ma-bca47c2c,unpublished,1,1,reagan,source,"National Archives and Records Administration, College Park, Maryland > Ronald Reagan Presidential Library, Simi Valley, California > White House Staff and Office Files > Files of the Executive Secretariat, National Security Council > Country File > Latin America/Central",frus1981-88v13
national-archives-and-records-administration-college-park-ma-2770a777,unpublished,1,1,reagan,source,"National Archives and Records Administration, College Park, Maryland > Ronald Reagan Presidential Library, Simi Valley, California > White House Staff and Office Files > Files of the Executive Secretariat, National Security Council > Head of State File",frus1981-88v13
national-archives-and-records-administration-college-park-ma-8a5fe4f6,unpublished,1,1,reagan,source,"National Archives and Records Administration, College Park, Maryland > Ronald Reagan Presidential Library, Simi Valley, California > White House Staff and Office Files > Files of the Executive Secretariat, National Security Council > Meeting File",frus1981-88v13
national-archives-and-records-administration-college-park-ma-b98a7dfe,unpublished,1,1,reagan,source,"National Archives and Records Administration, College Park, Maryland > Ronald Reagan Presidential Library, Simi Valley, California > White House Staff and Office Files > Files of the Executive Secretariat, National Security Council > National Security Decision Directives (NSDD) File",frus1981-88v13
national-archives-and-records-administration-college-park-ma-dd59a28e,unpublished,1,1,reagan,source,"National Archives and Records Administration, College Park, Maryland > Ronald Reagan Presidential Library, Simi Valley, California > White House Staff and Office Files > Files of the Executive Secretariat, National Security Council > National Security Planning Group (NSPG) File",frus1981-88v13
national-archives-and-records-administration-college-park-ma-ba26022e,unpublished,1,1,reagan,source,"National Archives and Records Administration, College Park, Maryland > Ronald Reagan Presidential Library, Simi Valley, California > White House Staff and Office Files > Files of the Executive Secretariat, National Security Council > National Security Study Directives (NSSD) File",frus1981-88v13
national-archives-and-records-administration-college-park-ma-ac5d1d71,unpublished,1,1,reagan,source,"National Archives and Records Administration, College Park, Maryland > Ronald Reagan Presidential Library, Simi Valley, California > White House Staff and Office Files > Files of the Executive Secretariat, National Security Council > Subject File",frus1981-88v13
national-archives-and-records-administration-college-park-ma-81fcc2f8,unpublished,1,1,reagan,source,"National Archives and Records Administration, College Park, Maryland > Ronald Reagan Presidential Library, Simi Valley, California > White House Staff and Office Files > Files of the Executive Secretariat, National Security Council > VIP Visits File",frus1981-88v13
national-archives-and-records-administration-college-park-ma-ad8c43dc,unpublished,1,1,reagan,source,"National Archives and Records Administration, College Park, Maryland > Ronald Reagan Presidential Library, Simi Valley, California > White House Staff and Office Files > Files of the Latin American Affairs Directorate, National Security Council",frus1981-88v13
national-archives-and-records-administration-college-park-ma-0b701858,unpublished,1,1,reagan,source,"National Archives and Records Administration, College Park, Maryland > Ronald Reagan Presidential Library, Simi Valley, California > White House Staff and Office Files > Files of the Political Affairs Directorate, National Security Council",frus1981-88v13
national-archives-and-records-administration-college-park-ma-4883aaf3,unpublished,1,1,reagan,source,"National Archives and Records Administration, College Park, Maryland > Ronald Reagan Presidential Library, Simi Valley, California > White House Staff and Office Files > Files of the Situation Room, White House",frus1981-88v13
national-archives-and-records-administration-college-park-ma-bb7cecd7,unpublished,1,1,reagan,source,"National Archives and Records Administration, College Park, Maryland > Ronald Reagan Presidential Library, Simi Valley, California > White House Staff and Office Files > Oliver North Files",frus1981-88v13
national-archives-and-records-administration-college-park-ma-d9d5480b,unpublished,1,1,reagan,source,"National Archives and Records Administration, College Park, Maryland > Ronald Reagan Presidential Library, Simi Valley, California > White House Staff and Office Files > Roger W. Fontaine Files",frus1981-88v13
national-archives-and-records-administration-college-park-ma-daec9d86,unpublished,1,1,reagan,source,"National Archives and Records Administration, College Park, Maryland > Ronald Reagan Presidential Library, Simi Valley, California > White House Staff and Office Files > William P. Clark Files",frus1981-88v13
national-archives-and-records-administration-college-park-ma-a209b7fb,unpublished,1,1,carter,container,"National Archives and Records Administration, College Park, Maryland > S/P Files: Lot 82D298 (Entry P-9)",frus1977-80v01
national-archives-and-records-administration-college-park-ma-9e8d84ae,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland > S/P Files: Lot 82D298 (Entry P-9) > Records of the Director of the Policy Planning Staff Anthony Lake, 1977-1981",frus1977-80v01
national-archives-and-records-administration-college-park-ma-cf941c96,unpublished,1,1,carter,container,"National Archives and Records Administration, College Park, Maryland Published Sources",frus1977-80v22
national-archives-and-records-administration-college-park-ma-4e92af82,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > ___. Treaties and Other International Acts (TIAS).",frus1977-80v22
national-archives-and-records-administration-college-park-ma-dd10d2b8,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > ___. White House Diary. New York: Farrar, Straus, Giroux, 2010.",frus1977-80v22
national-archives-and-records-administration-college-park-ma-0e4c053d,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Brzezinski, Zbigniew. Power and Principle: Memoirs of the National Security Adviser, 1977-1981. New York: Farrar, Straus, Giroux, 1983.",frus1977-80v22
national-archives-and-records-administration-college-park-ma-73795b3c,unpublished,1,1,carter,container,"National Archives and Records Administration, College Park, Maryland Published Sources > Carter Library",frus1977-80v22
national-archives-and-records-administration-college-park-ma-2895c5da,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Carter Library > Carter Handwriting File",frus1977-80v22
national-archives-and-records-administration-college-park-ma-44a1ce9f,unpublished,1,1,carter,container,"National Archives and Records Administration, College Park, Maryland Published Sources > Carter Library > National Security Affairs, Brzezinski Material",frus1977-80v22
national-archives-and-records-administration-college-park-ma-fbb16458,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Carter Library > National Security Affairs, Brzezinski Material > Agency File",frus1977-80v22
national-archives-and-records-administration-college-park-ma-5af79650,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Carter Library > National Security Affairs, Brzezinski Material > Brzezinski Office File",frus1977-80v22
national-archives-and-records-administration-college-park-ma-47cf8378,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Carter Library > National Security Affairs, Brzezinski Material > Cables File",frus1977-80v22
national-archives-and-records-administration-college-park-ma-ad64c380,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Carter Library > National Security Affairs, Brzezinski Material > Country File",frus1977-80v22
national-archives-and-records-administration-college-park-ma-a46dcdf7,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Carter Library > National Security Affairs, Brzezinski Material > General Odom File",frus1977-80v22
national-archives-and-records-administration-college-park-ma-d1f90f0d,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Carter Library > National Security Affairs, Brzezinski Material > President’s Correspondence with Foreign Leaders",frus1977-80v22
national-archives-and-records-administration-college-park-ma-140c25f2,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Carter Library > National Security Affairs, Brzezinski Material > Subject File",frus1977-80v22
national-archives-and-records-administration-college-park-ma-d3fef915,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Carter Library > National Security Affairs, Brzezinski Material > VIP Visit File",frus1977-80v22
national-archives-and-records-administration-college-park-ma-9f6e0a87,unpublished,1,1,carter,container,"National Archives and Records Administration, College Park, Maryland Published Sources > Carter Library > National Security Affairs, Staff Material",frus1977-80v22
national-archives-and-records-administration-college-park-ma-cb2c28a9,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Carter Library > National Security Affairs, Staff Material > Brzezinski Donated Materials",frus1977-80v22
national-archives-and-records-administration-college-park-ma-2a9d491a,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Carter Library > National Security Affairs, Staff Material > Defense/Security File",frus1977-80v22
national-archives-and-records-administration-college-park-ma-65495736,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Carter Library > National Security Affairs, Staff Material > Far East",frus1977-80v22
national-archives-and-records-administration-college-park-ma-c6928e24,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Carter Library > National Security Affairs, Staff Material > Global Issues",frus1977-80v22
national-archives-and-records-administration-college-park-ma-db655320,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Carter Library > National Security Affairs, Staff Material > Office File",frus1977-80v22
national-archives-and-records-administration-college-park-ma-60ccdd9f,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Carter Library > National Security Council Institutional Files",frus1977-80v22
national-archives-and-records-administration-college-park-ma-7ec05953,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Carter Library > President’s Daily Diary",frus1977-80v22
national-archives-and-records-administration-college-park-ma-70ac69e0,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Carter Library > President’s File, Plains File",frus1977-80v22
national-archives-and-records-administration-college-park-ma-6340ecc8,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Carter Library > Walter Mondale Papers",frus1977-80v22
national-archives-and-records-administration-college-park-ma-7064c819,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Carter, Jimmy. Keeping Faith: Memoirs of a President. New York: Bantam Books, 1982.",frus1977-80v22
national-archives-and-records-administration-college-park-ma-467adfdd,unpublished,1,1,carter,container,"National Archives and Records Administration, College Park, Maryland Published Sources > Central Intelligence Agency",frus1977-80v22
national-archives-and-records-administration-college-park-ma-6b388bbf,unpublished,1,1,carter,container,"National Archives and Records Administration, College Park, Maryland Published Sources > Central Intelligence Agency > Executive Registry Subject Files",frus1977-80v22
national-archives-and-records-administration-college-park-ma-8fb8d442,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Central Intelligence Agency > Executive Registry Subject Files > Job 79T01050A",frus1977-80v22
national-archives-and-records-administration-college-park-ma-0b1d732d,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Central Intelligence Agency > Executive Registry Subject Files > Job 80T00071A",frus1977-80v22
national-archives-and-records-administration-college-park-ma-9f41a328,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Central Intelligence Agency > Executive Registry Subject Files > Job 80T00634A",frus1977-80v22
national-archives-and-records-administration-college-park-ma-a24a5cd8,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Central Intelligence Agency > Executive Registry Subject Files > Job 80T00942A",frus1977-80v22
national-archives-and-records-administration-college-park-ma-eb06ae59,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Central Intelligence Agency > Executive Registry Subject Files > Job 81B00112R",frus1977-80v22
national-archives-and-records-administration-college-park-ma-58565989,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Central Intelligence Agency > Executive Registry Subject Files > Job 81T00208R",frus1977-80v22
national-archives-and-records-administration-college-park-ma-9ec01c7a,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Central Intelligence Agency > Executive Registry Subject Files > Job 82T00267R",frus1977-80v22
national-archives-and-records-administration-college-park-ma-310a40c1,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Central Intelligence Agency > Executive Registry Subject Files > Job 85T00287R",frus1977-80v22
national-archives-and-records-administration-college-park-ma-5acf82af,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Congress and the Nation, Vol. V, 1977-1980. Washington, Congressional Quarterly, Inc., 1981.",frus1977-80v22
national-archives-and-records-administration-college-park-ma-0e5e7143,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > National Archives and Records Administration. Public Papers of the Presidents, Jimmy Carter, 1977-1981. Washington, Government Printing Office, 1977-1981.",frus1977-80v22
national-archives-and-records-administration-college-park-ma-cb63e5fb,unpublished,1,1,carter,container,"National Archives and Records Administration, College Park, Maryland Published Sources > National Security Council",frus1977-80v22
national-archives-and-records-administration-college-park-ma-17e90853,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > National Security Council > Carter Intelligence Files",frus1977-80v22
national-archives-and-records-administration-college-park-ma-6843a3b3,unpublished,1,1,carter,container,"National Archives and Records Administration, College Park, Maryland Published Sources > RG 59, General Records of the Department of State",frus1977-80v22
national-archives-and-records-administration-college-park-ma-dcc4cd8c,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > RG 59, General Records of the Department of State > Central Foreign Policy File",frus1977-80v22
national-archives-and-records-administration-college-park-ma-46c91993,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > RG 59, General Records of the Department of State > Entry P-10, Subject Files of Edmund S. Muskie, 1963-1981",frus1977-80v22
national-archives-and-records-administration-college-park-ma-0b0fc49f,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > RG 59, General Records of the Department of State > Entry P-14, Records of the Deputy Secretary of State, 1977-1980",frus1977-80v22
national-archives-and-records-administration-college-park-ma-df4e20a3,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > RG 59, General Records of the Department of State > Entry P-9, Official Working Papers of S/P Director, 1977-1981",frus1977-80v22
national-archives-and-records-administration-college-park-ma-a1f4d055,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > United Nations. Yearbook of the United Nations, 1977-1980. New York: United Nations Publication, 1980-1983.",frus1977-80v22
national-archives-and-records-administration-college-park-ma-b9165d7e,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > United States. Department of State. Bulletin. Washington, 1977-1980.",frus1977-80v22
national-archives-and-records-administration-college-park-ma-f2917d77,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Vance, Cyrus. Hard Choices: Critical Years in America’s Foreign Policy. New York: Simon and Schuster, 1983.",frus1977-80v22
national-archives-and-records-administration-college-park-ma-10a19c46,unpublished,1,1,carter,container,"National Archives and Records Administration, College Park, Maryland Published Sources > Washington National Records Center",frus1977-80v22
national-archives-and-records-administration-college-park-ma-b500a564,unpublished,1,1,carter,container,"National Archives and Records Administration, College Park, Maryland Published Sources > Washington National Records Center > RG 330, Records of the Department of Defense",frus1977-80v22
national-archives-and-records-administration-college-park-ma-a2a88a68,unpublished,1,1,carter,container,"National Archives and Records Administration, College Park, Maryland Published Sources > Washington National Records Center > RG 330, Records of the Department of Defense > OSD File: FRC 330-82-0205",frus1977-80v22
national-archives-and-records-administration-college-park-ma-9dbc79cd,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Washington National Records Center > RG 330, Records of the Department of Defense > OSD File: FRC 330-82-0205 > Secret OSD Historical Documents, 1979",frus1977-80v22
national-archives-and-records-administration-college-park-ma-fbd5fb41,unpublished,1,1,carter,container,"National Archives and Records Administration, College Park, Maryland Published Sources > Washington National Records Center > RG 330, Records of the Department of Defense > OSD File: FRC 330-82-0217",frus1977-80v22
national-archives-and-records-administration-college-park-ma-c7f28e04,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Washington National Records Center > RG 330, Records of the Department of Defense > OSD File: FRC 330-82-0217 > Secret OSD Records, 1980",frus1977-80v22
national-archives-and-records-administration-college-park-ma-9bf72dd2,unpublished,1,1,carter,container,"National Archives and Records Administration, College Park, Maryland Published Sources > Washington National Records Center > RG 330, Records of the Department of Defense > OSD File: FRC 330-82-0270",frus1977-80v22
national-archives-and-records-administration-college-park-ma-3af88e92,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Washington National Records Center > RG 330, Records of the Department of Defense > OSD File: FRC 330-82-0270 > Top Secret OSD Official Records, 1979",frus1977-80v22
national-archives-and-records-administration-college-park-ma-2a1abf01,unpublished,1,1,carter,container,"National Archives and Records Administration, College Park, Maryland Published Sources > Washington National Records Center > RG 330, Records of the Department of Defense > OSD File: FRC 330-82-0284",frus1977-80v22
national-archives-and-records-administration-college-park-ma-f7a8e178,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Washington National Records Center > RG 330, Records of the Department of Defense > OSD File: FRC 330-82-0284 > Top Secret OSD Official Records, 1980",frus1977-80v22
national-archives-and-records-administration-college-park-ma-eaa2d87a,unpublished,1,1,carter,container,"National Archives and Records Administration, College Park, Maryland Published Sources > Washington National Records Center > RG 330, Records of the Department of Defense > OSD File: FRC 330-82-0285",frus1977-80v22
national-archives-and-records-administration-college-park-ma-1c184f69,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Washington National Records Center > RG 330, Records of the Department of Defense > OSD File: FRC 330-82-0285 > Top Secret OSD Files, 1980",frus1977-80v22
national-archives-and-records-administration-college-park-ma-768b9456,unpublished,1,1,carter,container,"National Archives and Records Administration, College Park, Maryland Published Sources > Washington National Records Center > RG 330, Records of the Department of Defense > OSD File: FRC 330-83-0122",frus1977-80v22
national-archives-and-records-administration-college-park-ma-118aa1aa,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Washington National Records Center > RG 330, Records of the Department of Defense > OSD File: FRC 330-83-0122 > Foreign Military Rights Files, 1972-1980",frus1977-80v22
national-archives-and-records-administration-college-park-ma-fe7eb87a,unpublished,1,1,carter,container,"National Archives and Records Administration, College Park, Maryland Published Sources > Washington National Records Center > RG 330, Records of the Department of Defense > OSD File: FRC 330-83-0123",frus1977-80v22
national-archives-and-records-administration-college-park-ma-8c9b3c65,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Washington National Records Center > RG 330, Records of the Department of Defense > OSD File: FRC 330-83-0123 > East Asia and Pacific Affairs, 1972-1980",frus1977-80v22
national-archives-and-records-administration-college-park-ma-eba88123,unpublished,1,1,carter,container,"National Archives and Records Administration, College Park, Maryland Published Sources > Washington National Records Center > RG 330, Records of the Department of Defense > OSD Files: FRC 330-80-0016",frus1977-80v22
national-archives-and-records-administration-college-park-ma-07e95e7c,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Washington National Records Center > RG 330, Records of the Department of Defense > OSD Files: FRC 330-80-0016 > OSD Political Files, 1977",frus1977-80v22
national-archives-and-records-administration-college-park-ma-acd48108,unpublished,1,1,carter,container,"National Archives and Records Administration, College Park, Maryland Published Sources > Washington National Records Center > RG 330, Records of the Department of Defense > OSD Files: FRC 330-80-0017",frus1977-80v22
national-archives-and-records-administration-college-park-ma-75217df1,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Washington National Records Center > RG 330, Records of the Department of Defense > OSD Files: FRC 330-80-0017 > OSD Official Records, 1977",frus1977-80v22
national-archives-and-records-administration-college-park-ma-75c3af6d,unpublished,1,1,carter,container,"National Archives and Records Administration, College Park, Maryland Published Sources > Washington National Records Center > RG 330, Records of the Department of Defense > OSD Files: FRC 330-80-0035",frus1977-80v22
national-archives-and-records-administration-college-park-ma-fb384733,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Washington National Records Center > RG 330, Records of the Department of Defense > OSD Files: FRC 330-80-0035 > OSD Secret Files",frus1977-80v22
national-archives-and-records-administration-college-park-ma-8d7a3f01,unpublished,1,1,carter,container,"National Archives and Records Administration, College Park, Maryland Published Sources > Washington National Records Center > RG 330, Records of the Department of Defense > OSD Files: FRC 330-81-0202",frus1977-80v22
national-archives-and-records-administration-college-park-ma-1ccd7152,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Washington National Records Center > RG 330, Records of the Department of Defense > OSD Files: FRC 330-81-0202 > Secret OSD Official Records, 1978",frus1977-80v22
national-archives-and-records-administration-college-park-ma-f246cbab,unpublished,1,1,carter,container,"National Archives and Records Administration, College Park, Maryland Published Sources > Washington National Records Center > RG 330, Records of the Department of Defense > OSD Files: FRC 330-81-0212",frus1977-80v22
national-archives-and-records-administration-college-park-ma-f2f0ed3b,unpublished,1,1,carter,source,"National Archives and Records Administration, College Park, Maryland Published Sources > Washington National Records Center > RG 330, Records of the Department of Defense > OSD Files: FRC 330-81-0212 > Top Secret OSD Official Records, 1978",frus1977-80v22
national-archives-and-records-administration-public-papers-o-397eb672,published,1,1,carter,source,"National Archives and Records Administration. Public Papers of the Presidents of the United States: Jimmy Carter, 1977-1981. Washington: Government Printing Office, 1977-1982.",frus1977-80v12
national-archives-and-records-administration-public-papers-o-199ce39b,published,1,1,carter,source,"National Archives and Records Administration. Public Papers of the Presidents of the United States: Jimmy Carter, 1977-1981. Washington: U.S. Government Printing Office, 1977-1981.",frus1977-80v28
national-archives-and-records-administration-public-papers-o-078a07c8,published,1,1,carter,source,"National Archives and Records Administration. Public Papers of the Presidents of the United States: Richard M. Nixon, 1969-1973. Washington: Government Printing Office, 1971-1975.",frus1977-80v17p3
national-archives-and-records-administration-public-papers-o-5a6d3fb7,published,1,1,reagan,source,"National Archives and Records Administration. Public Papers of the Presidents of the United States: Ronald Reagan, 1981, 1982, 1983, 1984, 1985, 1986, 1987, 1988. Washington: U.S. Government Printing Office, 1981-1988.",frus1981-88v11
national-archives-and-records-administration-public-papers-o-ada3a955,published,1,1,carter,source,"National Archives and Records Administration. Public Papers of the Presidents: Jimmy Carter, 1977-1981. Washington: Government Printing Office, 1978-1982.",frus1977-80v17p1
national-bipartisan-commission-on-central-america-report-of-f30928f1,published,1,1,reagan,source,"National Bipartisan Commission on Central America. Report of the National Bipartisan Commission on Central America. Washington: Government Printing Office, 1984.",frus1981-88v01
national-security-council-carter-intelligence-files-intellig-e4cdfb08,unpublished,1,1,carter,source,National Security Council > Carter Intelligence Files > Intelligence Oversight Board,frus1977-80v28
national-security-council-carter-intelligence-files-politica-4a614b58,unpublished,1,1,carter,source,National Security Council > Carter Intelligence Files > Political Intelligence and Analysis,frus1977-80v28
national-security-council-carter-intelligence-files-politica-edac98e0,unpublished,1,1,carter,source,National Security Council > Carter Intelligence Files > Political Intelligence Meeting,frus1977-80v28
national-security-council-carter-intelligence-files-subject-8e096f86,unpublished,1,1,carter,source,National Security Council > Carter Intelligence Files > Subject Files,frus1977-80v06
national-security-council-institutional-files-b61f59c2,unpublished,1,1,reagan,source,National Security Council > Institutional Files,frus1981-88v04
national-security-council-intelligence-files-4fd00317,unpublished,1,1,carter,source,National Security Council > Intelligence Files,frus1977-80v23
national-security-council-national-security-council-institut-875c89fd,unpublished,1,1,reagan,source,National Security Council > National Security Council Institutional Files,frus1981-88v05
national-security-council-national-security-study-directives-7d4c4c76,unpublished,1,1,reagan,source,National Security Council > National Security Study Directives,frus1981-88v11
national-security-council-institutional-files-national-secur-698fd0fd,unpublished,1,1,reagan,source,National Security Council Institutional Files > National Security Council meetings,frus1981-88v10
national-security-council-institutional-files-national-secur-1fe2fde6,unpublished,1,1,reagan,source,National Security Council Institutional Files > National Security Decision Directive meetings,frus1981-88v10
national-security-council-institutional-files-national-secur-9e807858,unpublished,1,1,reagan,source,National Security Council Institutional Files > National Security Planning Group meetings,frus1981-88v10
national-security-council-institutional-files-special-situat-76f2aa88,unpublished,1,1,reagan,source,National Security Council Institutional Files > Special Situations Group meetings,frus1981-88v10
national-security-council-institutional-files-1977-1981-3730233f,unpublished,1,1,carter,source,"National Security Council Institutional Files, 1977-1981",frus1977-80v12
national-security-council-washington-d-c-carter-administrati-fb757b5c,unpublished,1,1,carter,source,"National Security Council, Washington D.C. > Carter Administration Intelligence Files",frus1977-80v16
national-security-council-washington-d-c-carter-intelligence-8672c7cf,unpublished,1,1,carter,source,"National Security Council, Washington D.C. > Carter Intelligence Files",frus1977-80v18
national-security-council-washington-d-c-national-security-c-07335928,unpublished,1,1,reagan,source,"National Security Council, Washington D.C. > National Security Council Institutional Files (H-Files)",frus1981-88v44p1
national-security-council-washington-d-c-carter-intelligence-5b3fe794,unpublished,1,1,carter,source,"National Security Council, Washington, D.C. > Carter Intelligence Files",frus1977-80v21
national-security-council-washington-d-c-national-security-c-c37eb8cd,unpublished,1,1,reagan,source,"National Security Council, Washington, D.C. > National Security Council Institutional Files",frus1981-88v38
national-security-council-washington-d-c-nsc-institutional-f-c4ee3ea3,unpublished,1,1,reagan,source,"National Security Council, Washington, D.C. > NSC Institutional Files",frus1981-88v01
new-york-times-magazine-5e175438,published,1,1,reagan,source,New York Times Magazine.,frus1981-88v01
newsom-david-d-witness-to-a-changing-world-washington-new-ac-89275aaa,published,1,1,carter,source,"Newsom, David D., Witness to a Changing World, Washington: New Academia, 2008.",frus1977-80v20
newsom-david-the-soviet-brigade-in-cuba-a-study-in-political-e5a5a4ec,published,1,1,carter,source,"Newsom, David. The Soviet Brigade in Cuba: A Study in Political Diplomacy. Bloomington: Indiana University Press, 1987.",frus1977-80v23
newsweek-1603ab0f,published,1,1,carter,source,Newsweek.,frus1977-80v29
nixon-richard-rn-the-memoirs-of-richard-nixon-new-york-gross-48ed50f2,published,1,1,carter,source,"Nixon, Richard. RN: The Memoirs of Richard Nixon. New York: Grosset & Dunlap, 1978.",frus1977-80v01
north-atlantic-treaty-organization-nato-defense-planning-com-2c423435,published,1,1,carter,source,"North Atlantic Treaty Organization, “NATO Defense Planning Communiqué,” Ministerial Session, Brussels, May 17-18, 1977 (NATO Press Communiqué M-DPC-2(77)6, May 18, 1977)",frus1977-80v12
observer-b2c1e5bf,published,1,1,carter,source,Observer.,frus1977-80v27
office-of-the-federal-registrar-weekly-compilation-of-presid-1e94a03d,published,1,1,carter,source,"Office of the Federal Registrar. Weekly Compilation of Presidential Documents. Washington, D.C.: Government Printing Office, 1978.",frus1977-80v02
organization-of-american-states-charter-of-the-organization-2c789bea,published,1,1,carter,source,"Organization of American States. Charter of the Organization of American States. Washington: Pan American Union, 1949.",frus1977-80v29
organization-of-american-states-inter-american-commission-on-f77eb15c,published,1,1,carter,source,"Organization of American States. Inter-American Commission on Human Rights. Report on the Situation of Human Rights in Argentina, Washington: General Secretariat, 1980.",frus1977-80v24
ortiz-frank-v-ambassador-ortiz-lessons-from-a-life-of-servic-6f0bd0f5,published,1,1,carter,source,"Ortiz, Frank V. Ambassador Ortiz: Lessons From a Life of Service. Albuquerque: University of New Mexico Press, 2005.",frus1977-80v23
paczkowski-andrezej-and-malcolm-byrne-from-solidarity-to-mar-b79e4fe3,published,1,1,carter,source,"Paczkowski, Andrezej and Malcolm Byrne. From Solidarity to Martial Law: The Polish Crisis of 1980-1981. Budapest: Central European University Press, 2007.",frus1977-80v20
pahlavi-mohammad-reza-shah-answer-to-history-new-york-stein-466c4a2c,published,1,1,carter,source,"Pahlavi, Mohammad Reza Shah. Answer to History. New York: Stein and Day, Inc., 1980.",frus1977-80v11p1
palazchenko-pavel-my-years-with-gorbachev-and-shevardnadze-t-b38927ce,published,1,1,reagan,source,"Palazchenko, Pavel. My Years with Gorbachev and Shevardnadze: The Memoir of a Soviet Interpreter. University Park, PA: Pennsylvania State University Press, 1997.",frus1981-88v05
panel-on-international-information-education-and-cultural-re-161aaf26,published,1,1,carter,source,"Panel on International Information, Education, and Cultural Relations (Stanton Panel). International Information, Education, and Cultural Relations: Recommendations for the Future Washington: Center for Strategic and International Studies, 1975.",frus1977-80v30
